,Date,User,Tweet
41,2022-06-13 11:56:28+00:00,muftimenk,"This world is such that it will break your heart. Without a doubt. In fact, it will even crush it if you allow it. Remember, the Almighty will never leave you in that state. He will fix it. Turn to Him, the Owner of hearts, sincerely and let Him heal you as only He knows how."
42,2022-06-12 20:10:38+00:00,muftimenk,"We all want to fit in. We all want to feel comfortable in our surroundings. But at what cost? There’s a consequence for every action we choose. Surround ourselves with righteous friendships, the kind that provides goodness and the remembrance of the Almighty."
43,2022-06-11 18:34:01+00:00,muftimenk,Not everyone will appreciate what you do for them. Don’t be discouraged because there are many ungrateful people out there. You just have to figure out who’s worth your efforts and who’s just taking advantage of you. Focus your energy on those who matter.
44,2022-06-11 09:25:28+00:00,muftimenk,"Sometimes it’s necessary to distance yourself from certain distractions in your life to concentrate your time, energy and effort on things that matter the most. Don’t be afraid to do that. Your true friends will allow you that space and respect you. Go for it."
45,2022-06-10 04:37:58+00:00,muftimenk,"Almighty. I trust You through my pain, my suffering, my heartache, my sadness, my confusion, my heedlessness. I know Your Mercy overpowers Your Wrath. That’s why I never lose hope, despite my sins &amp; transgressions, I trust You. I thank You for always being there for me. Aameen."
46,2022-06-09 18:49:02+00:00,muftimenk,Learn to let go of things that went wrong or didn’t work out. Learn from them. That’s life in a nutshell. Keep going. You’ll never win this race of life if you keep looking back. The mistakes you’ve made don’t define who you are today. Think positive that things will get better.
47,2022-06-09 01:11:39+00:00,muftimenk,"In any hardship, don't feel depressed. Ask the Almighty for strength to endure; for at the end of the dark tunnel of despair is HIs reward waiting for you."
48,2022-06-08 18:28:28+00:00,muftimenk,No squabble or argument is worth it. Don’t sacrifice your Hereafter for such pettiness. Make peace with those you've offended and insulted. Move on.
49,2022-06-08 03:06:10+00:00,muftimenk,"Don't be affected by criticism. Positive or negative, take them in your stride. Know that the level of criticism rises with your worth."
50,2022-06-07 07:23:37+00:00,muftimenk,"We’ve all felt like a failure at times. But don’t drown in that feeling. Remember, the battles you’ve won, the setbacks you’ve overcome, the trials you’ve gone through. The Almighty promised that nothing would last. Keep hope alive &amp; carry on. He’s always watching over you."
51,2022-06-06 23:13:19+00:00,muftimenk,"Be careful how you react to those who’ve wronged you. Two wrongs do not make a right. You can’t be mean, angry or bitter &amp; expect good in return. Don’t wrong others the way they’ve wronged you. Be the better, kinder person always. Your reward is with the Almighty."
52,2022-06-06 12:42:44+00:00,muftimenk,"Once you’ve done your best, leave it to the Almighty. Relax and don’t worry. Trust Him. He has your back. He’s in control. Not you."
53,2022-06-06 05:18:40+00:00,muftimenk,"The closer you get to the Almighty, the more you’ll understand that every trial you’re going through is to get you on track for what’s to come. It may not be obvious now but the picture will emerge when the last piece of the puzzle fits perfectly. Trust Him."
54,2022-06-05 22:49:28+00:00,muftimenk,"Once you’ve built a good relationship with the Almighty, you’ll always be filled with hope and confidence. You’ll  always have good thoughts about Him. You’ll begin to realize that He is greater than any situation you will ever encounter."
55,2022-06-05 13:45:20+00:00,muftimenk,Be on guard always. It’s human nature to judge. But check yourself before you speak or send that nasty message and do any potential harm. You can’t undo what you’ve done. Pause. Try to see things from the other person’s point of view. Put yourself in their shoes.
56,2022-06-05 04:18:13+00:00,muftimenk,"This life is not perfect. The mess you make, the delays, the things you don’t understand, they’re all part of the Almighty’s Plan for you. He’s worked out every bit of the puzzle. Your job is to bear good patience as you go through it. You’ll see the full picture eventually."
57,2022-06-04 19:38:21+00:00,muftimenk,"If you live your life making decisions based on what others will think of you, it’s time for a rethink. If you live your life for others, you’ll never know peace because nothing you do will be good enough. You can’t please everyone."
58,2022-06-04 10:11:18+00:00,muftimenk,"Don’t worry about how people act. That’s on them not you. Always choose kindness, that’s under your control. Spread it far and wide, whichever way you can, even if it means giving a smile or a word of encouragement. Never underestimate how contagious being kind can be."
59,2022-06-04 02:43:01+00:00,muftimenk,Don’t let bitterness and resentment take root in your heart. They’re poison which will harm your soul eventually. Let go of the hurt or hate that comes with it. Turn to the Almighty and let Him heal you. Feel whole again with a much lighter heart.
60,2022-06-03 08:23:36+00:00,muftimenk,Choose kindness above all else. Kind people use positivity as a beacon to create more light. That’s because they’ve seen what negativity can do. They make time for others in a world that doesn’t wait for anyone. It takes strength to shake off all the bad and move ahead.
61,2022-06-03 00:56:23+00:00,muftimenk,"Almighty. We ask You to keep our hearts soft and protect them from hardening. Shower us with Your Mercy, such that when we commit a sin, we feel the guilt that comes with it. Don’t make us among those who sin and yet don’t feel remorseful. Aameen."
62,2022-06-02 16:18:42+00:00,muftimenk,Life can be difficult at times. The never-ending running around &amp; stress to get things done. Don’t let it make you resent life. Learn to look at those who have less than you. Those who would trade places with you at the drop of a hat. Thank the Almighty for everything.
63,2022-06-02 07:41:40+00:00,muftimenk,"The truth is no matter how lonely you are, you’re never alone. The Almighty is always near. Very near. He knows what you’re going through. He is aware of everything. So when everyone has abandoned you,  seek comfort in Him, knowing that He is always there."
64,2022-06-01 17:28:58+00:00,muftimenk,"When things get too complicated and you don’t understand what’s going on in your life, keep a heart full of trust and keep moving forward. The Almighty knows! Don’t listen to the naysayers. In time, things will get clearer."
65,2022-06-01 06:12:47+00:00,muftimenk,"If you think it’s one hardship after another and you feel like caving in, think again. The Almighty knows you can handle it. He knows you’re strong. He wants you to remember that difficult battles are only given to strong soldiers."
66,2022-06-01 00:01:20+00:00,muftimenk,"The truth is the online space is getting from bad to worse. People think and type away behind walls of fake names and identity; they think they can get away with it because nobody knows. The truth is the Almighty knows. Remember, you’ll be held accountable for all your actions."
67,2022-05-31 13:53:23+00:00,muftimenk,Learn to say no to people who mess with your head. The ones who keep doing things intentionally to upset you. The ones who always play the victim even though it’s obvious they’re wrong. The ones who expect you to prioritise them but won’t do the same for you. Avoid them.
68,2022-05-31 05:58:18+00:00,muftimenk,You may wake today thinking it’s going to be the most difficult day to get through. But the Almighty knows you’ll get by just fine. The pain will ease and the hurt will pass. It’s because nothing lasts in this world. He has promised better days ahead.
69,2022-05-30 19:38:07+00:00,muftimenk,"Stop dwelling &amp; brooding over things that haven’t worked out. Accept what happened, acknowledge how you feel about it, then put it behind you and move on. Remember, it’s all part of the Almighty’s Plan. You can’t change the past, but you can surely do something about the future."
70,2022-05-30 11:37:16+00:00,muftimenk,"Do you know that we judge others because we’re insecure? When we judge, we are often projecting something we don't want to feel about ourselves or something that we feel is missing in our own lives. Think about this the next time you’re tempted to pass judgement."
71,2022-05-29 23:17:39+00:00,muftimenk,"Let it go. The things that have happened in the past, the things that aren’t happening right now, let it go. If you want to move on, stop looking back on your past. That part of your life is over. If you want to see the light, stop holding yourself in the darkness of your past."
72,2022-05-29 06:01:53+00:00,muftimenk,Let’s be honest. This world is full of distractions; too many things vying for our attention. Discipline yourself to focus on what matters. Let go of those things which don’t. Have the “Creator-first” mentality. Don’t just fit Him in. He’s right at the TOP.
73,2022-05-28 18:40:05+00:00,muftimenk,"Don’t look down on others. Remember, we all sin. And we’re all in need of the same forgiveness from the same Creator, who is most Merciful. May the Almighty forgive us all. Aameen."
74,2022-05-28 12:02:49+00:00,muftimenk,"The more successful you are, the more likely people will plot and plan against you. Do your best to protect yourself against them but remember, there’s no power higher than the Almighty. If you have His protection, no one can harm you. Trust only Him."
75,2022-05-28 01:06:38+00:00,muftimenk,Never feel like you have to go it alone. The Almighty is always there in both good and bad times. You’ll never have to face anything on your own as long as you call out to Him. He’s there waiting for you to turn back to Him. Do it today.
76,2022-05-27 14:53:23+00:00,muftimenk,"Never forget that the Almighty is on our side. If we take a single step towards Him, He takes many “steps” towards us! Yes, life is hard &amp; unfortunate things happen. Often we don’t know why they happen. But trust Him &amp; know that He wants  what’s good for us."
77,2022-05-27 04:16:44+00:00,muftimenk,"Almighty. On this blessed day, we pray that you have Mercy on us; take away the suffering all around us and bring on the recovery. We know there is no cure but Your cure. Heal our hearts and purify our souls so we can feel a strong attachment to You. Aameen."
78,2022-05-26 16:08:33+00:00,muftimenk,"The truth is you’re going to be slandered from time to time, so don’t allow it to throw you into emotional turmoil when it happens. If you feel the need to defend yourself against a lie, the best approach is to give yourself time to cool off before reacting calmly."
79,2022-05-26 04:59:40+00:00,muftimenk,"If you find yourself and your conversation focusing on people; what’s going on in their lives, their relationships, their social status etc, then you have a serious problem. You need to get out of that mould; focus on yourself rather than being concerned with others."
80,2022-05-25 18:21:44+00:00,muftimenk,Don’t keep grudges &amp; bad feelings in your heart. It will upset you &amp; weigh you down. It won’t change anything &amp; you’ll end up feeling miserable. Let it all go. Keep your heart light. Let Him take care of it. Your health will improve &amp; your faith in the Almighty will strengthen.
81,2022-05-25 06:39:51+00:00,muftimenk,"Everyone’s journey is different. Don’t look at someone and make your own assumptions because there  are many who are silently going on with life because they can’t express their pain. The ones who need a break from it all, those who are facing trial after trial. Pray for healing."
82,2022-05-24 20:48:47+00:00,muftimenk,Some love to blame others when things are not going their way. Looking for a scapegoat is easy. Blaming keeps people from having to look at what they did to get into the mess. But it takes real courage to admit fault and show remorse. Only then are we able to grow.
83,2022-05-24 08:37:08+00:00,muftimenk,"When you’ve wronged someone, don’t try to turn the tables and make yourself the wronged party. You may think you’re getting away with it but the Almighty knows. In fact, you should be afraid because when it all comes back  to you, the truth will come out. He knows best."
84,2022-05-23 18:22:09+00:00,muftimenk,"Your wealth, your children, your beauty, your power should never make you arrogant. Remember, like a bolt from the blue, the Almighty can take everything away. Anytime. But if you want something that lasts, choose humility and kindness."
85,2022-05-23 09:53:02+00:00,muftimenk,"The world will demand so much from you. But at the end of the day, never forget that you’re human. Just like everyone else. You’ll feel pain, you’ll get hurt, youll feel broken, you’ll break down. That’s part of the process called life. You’ll be okay in the end."
86,2022-05-23 04:01:32+00:00,muftimenk,"For as long you’re alive, keep hope alive. Hope in the Mercy of the Almighty. Hope that He wants what’s best for you &amp; will give it to you at the right time. So whatever you’re facing - trials, stress, broken affairs, have hope that they’re all temporary. Better days are ahead."
87,2022-05-22 16:03:56+00:00,muftimenk,"Pray! Pray! Pray! The more you worship the Almighty, the less you will worry. You'll see things clearer. You will become a more patient person and you’ll be less pressured by the stress of this world. You'll lead a much better life."
88,2022-05-22 05:48:26+00:00,muftimenk,"There is way too much competition in the world today. Few people want to work together and help each other succeed. Instead, we get envious when others do well. This is wrong. Be happy for others."
89,2022-05-21 15:02:35+00:00,muftimenk,"Every day, we face a lot of pressure to be what society wants of us but life is not made like that. We go through highs &amp; lows; we get tested. That’s the way it is. But when we seek strength from the Almighty, He gives us the courage &amp; what we need to carry on."
90,2022-05-21 05:42:15+00:00,muftimenk,"When everything seems to be going wrong, that’s when you need to persevere even more. Remember with hardship, comes ease."
91,2022-05-20 22:20:22+00:00,muftimenk,"You know you’ll be tested regularly so how do you react to the challenges of life? Get angry, stressed out &amp; sink into depression or respond with beautiful patience; knowing the Almighty will grant you victory when you put full faith in Him and do your best."
92,2022-05-20 13:29:02+00:00,muftimenk,"Remember, the Almighty doesn't make mistakes in His Plans. Every hardship you’ve experienced has served to make you the person that you are today. There are valuable lessons in everything that happens to you. Stop asking why it happened and focus on how you should respond."
93,2022-05-20 03:39:43+00:00,muftimenk,"New Release

https://t.co/xQHOK3IJaj"
94,2022-05-20 03:38:44+00:00,muftimenk,"Almighty. Keep us steadfast in our prayers and worship done solely for You. Grant us humility and submission always, never showing off or feeling that we’re more pious than the person next to us. Protect us from being arrogant and to never judge others."
95,2022-05-19 20:39:11+00:00,muftimenk,You can’t choose your family. The Almighty has done that for you. So learn to give and take as much as possible. Remind and guide when you can. Remain respectful and keep the peace. It’s not easy. But know that breaking the ties of kinship is a huge sin.
96,2022-05-19 11:43:49+00:00,muftimenk,"You’re going through problem after problem. You keep asking the Almighty. Nothing happens. You’re facing depression, sickness, financial issues, marital problems. Why is He taking so long to respond? He’s aware! You have to trust Him. His planning and timing is perfect."
97,2022-05-19 03:28:35+00:00,muftimenk,"Your faith will be tested again and again. It’s easy to believe when things are going your way, when the path is rosy. But the true test comes when the Almighy puts obstacles in your way. Do you become disobedient &amp; defiant or do you submit to Him, be patient and ride it out?"
98,2022-05-18 20:19:49+00:00,muftimenk,"It’s only human to feel frustrated and dejected when things aren’t going our way. We feel like we’re carrying the weight of the world on our backs. We may think the Almighty is not answering our prayers, but He is answering them; just not the way we want."
99,2022-05-18 07:08:00+00:00,muftimenk,"Hypocrites love to gossip, they love to know what everyone else is doing. They may even make up gossip if it’s not juicy enough. It can be hurtful and upsetting when you are the subject of the untruthful stories. Confront them peacefully and pray for them."
100,2022-05-17 20:03:11+00:00,muftimenk,The real test of sincerity is to see if a person will help you even if he knows he will get nothing in return from you. The truth is anyone can help when there’s something to gain in return; but to help when there’s nothing to be gained shows true love &amp; a beautiful heart.
101,2022-05-17 12:54:19+00:00,muftimenk,"Be prepared to have the most unexpected people let you down. It’s bound to happen at some stage. Amid all this, be yourself and spread goodness as much as possible but don’t expect goodness from everyone."
102,2022-05-17 05:17:23+00:00,muftimenk,"You're human. You don’t have to be strong all the time. You’re allowed to be overwhelmed, sad, cry, fall down and get back up again. The most important thing is not to lose your link with your Maker. He has a reason for everything. You’ll emerge much stronger."
103,2022-05-16 18:08:08+00:00,muftimenk,"Each time we're hurt, we tend to blame others. It's always someone else's fault. Don’t fall into that trap. Learn to be accountable. Take charge of your life and your own shortcomings. The Almighty knows the truth. Don't blame the innocent."
104,2022-05-16 11:42:48+00:00,muftimenk,"We’ve all felt like a failure at times. But don’t drown in that feeling. Remember, the battles you’ve won, the setbacks you’ve overcome, the trials you’ve gone through. The Almighty promised that nothing would last. Keep hope alive &amp; carry on. He’s always watching over you."
105,2022-05-16 04:24:23+00:00,muftimenk,"Society may not tolerate second chances. It can be unforgiving when you make mistakes. But the Almighty is ever ready to give you a fresh start when you turn back to Him. Whatever you need He has for you: healing, forgiveness and peace. Seek Him for a new beginning."
106,2022-05-15 18:20:48+00:00,muftimenk,Does your heart feel burdened? Do you feel like your life is crumbling? Bad days happen to everyone. Start counting your blessings. Remember that there are so many who would trade places with you. For the life you have. For everything He has blessed you with. Be grateful.
107,2022-05-15 09:02:25+00:00,muftimenk,Losing someone you love is a huge test of faith. That’s the reality of life. How you pick yourself up and carry on shows how much you understand the Almighty’s plan. May He help us cope with our loss and reunite us with our loved ones in Paradise.
108,2022-05-15 01:53:23+00:00,muftimenk,"When you feel guilt in your heart after you’ve sinned, be grateful. It’s the Almighty’s way of telling you to repent and do good. He’s offering you a way out after you’ve gone against what He has prescribed. That’s His Mercy."
109,2022-05-14 16:42:54+00:00,muftimenk,It takes a lot of courage to stand alone &amp; be yourself. It takes a lot of courage to be different. It takes a lot of courage to not compromise your faith. Some will try to make you feel like a freak for not standing with the crowd. That’s ok. Listen to your heart.
110,2022-05-14 11:16:24+00:00,muftimenk,"Be wary of people who sap the positive energy right out of you, leaving you feeling frustrated, drained &amp; unhappy. Shift your focus from trying to change other people &amp; instead focus on making yourself feel better. Let such people take their negativity elsewhere."
111,2022-05-14 05:58:58+00:00,muftimenk,Some people enjoy slandering others. They do this out of jealousy and envy. Let people judge you by your character. You can’t stop them. Be upright. Be strong. Surely the Almighty is aware of the evil they’re spreading.
112,2022-05-13 20:49:10+00:00,muftimenk,"No one is doomed for as long as you feel remorse after you’ve sinned. As long as you’re seeking forgiveness, the Almighty will forgive you. Satan will tease and taunt you that you’re not worthy of being forgiven. Ignore such thoughts. Never doubt His Mercy."
113,2022-05-13 13:42:24+00:00,muftimenk,"At all times, be fair and just. Even with your enemies and those you strongly dislike. Don't let your emotions, anger or hate get in the way, leading you to behave unfairly. A believer is always balanced and careful. Give others a chance."
114,2022-05-13 13:08:34+00:00,muftimenk,"Sad demise of Sheikh Khalifa bin Zayed of the UAE. May Allah Almighty forgive his shortcomings and grant him Paradise. Aameen #sheikhkhalifa
#خليفة_بن_زايد"
115,2022-05-13 06:36:05+00:00,muftimenk,Don’t dwell on critics and haters. Focus on your Creator and His plans for you and your life. Don’t worry about those trying to put you down. Your job is to respect others and not to hurt anyone. Do your best. He’ll do the rest.
116,2022-05-13 00:01:20+00:00,muftimenk,Almighty. Help us to understand that life doesn't always go the way we want. You’re the only One who knows what’s best for us. You’re the only One who knows what the future holds. Help us to remain steadfast &amp; face every test with utmost patience. Aameen.
117,2022-05-12 14:21:39+00:00,muftimenk,Satan will try to trick you into believing that you won’t be happy until you get to where YOU think you should be. Learn to be happy with the here and now. Appreciate what’s in front of you to begin with.
118,2022-05-12 08:24:07+00:00,muftimenk,"How do we understand the Almighty’s Plan for us in this confusing journey called life? It boils down to our link with Him. If you’re trying to get close to Him, He will show you the way. Bit by bit, it will unfold and become clearer what He has in store for you. Build that link."
119,2022-05-12 04:06:36+00:00,muftimenk,"Good or bad, what we do in our lives will always come back to us eventually. So if we want goodness all round, stop making life difficult and creating obstacles for others."
120,2022-05-11 21:00:50+00:00,muftimenk,One of the biggest flaws in humans is pretending to be blind to their own shortcomings but they’re the first to jump down someone's throat when others make a mistake. Learn to be more self-critical instead of always pointing fingers.
121,2022-05-11 18:08:16+00:00,muftimenk,We have lost two members of our community in one day. May Allah Almighty grant them the highest ranks of Paradise and make it easy for their loved ones. Aameen
122,2022-05-11 02:50:31+00:00,muftimenk,We all want happiness. So be grateful when blessed. Be patient when facing trials. Repent and seek forgiveness. Do these consistently. Watch your life change.
123,2022-05-10 20:03:27+00:00,muftimenk,"Whatever the Almighty has decreed for you, no one can stop. Whatever’s meant for you will be yours.  There is no need to worry about it. It will come to you. Remain steadfast."
124,2022-05-10 02:42:47+00:00,muftimenk,"Trust people by all means but don’t go overboard. Remember, there’s no guarantee in life; even the closest people around you may go against you. But as long as you have the Almighty with you, He will never let you down. Have patience and you’ll reap the reward."
125,2022-05-09 19:24:22+00:00,muftimenk,Being at peace is everything. It’s not just a feeling. It’s a way of life. It shows in everything that you do. It shows how close you are to the One who made you. It shows you’ve surrendered to the Almighty. You accept everything that He has decreed. It’s the most powerful thing.
126,2022-05-09 12:56:05+00:00,muftimenk,"Stay clear of the herd mentality. Why should you do it just because everyone else is doing it? There’s no need to fit in. Let society say you’re the odd one out. Remember, at the end of the day, it’s better to walk alone than with a crowd headed in the wrong direction."
127,2022-05-08 20:50:37+00:00,muftimenk,"Some people can be very difficult to deal with. They will hurt you with their words and actions. It’s easy to just be angry and shut them out of your lives. But at times you can’t. They may be family members. Remember, they are a test from the Almighty. Will you be patient?"
128,2022-05-08 10:52:11+00:00,muftimenk,"We tend to complain too much. Our job is too difficult. Our parents are too demanding. Our children are too mischievous. Chronic complaining never makes anything better, it saps your energy &amp; the energy of those around you. Look for the positives. You’ll be a much happier person."
129,2022-05-07 14:33:15+00:00,muftimenk,The bottom line is you really can’t count on people to motivate you and build you up in life. The truth is everyone is so caught up in  their own lives that they have little or no time for others. Learn to encourage yourself but don’t leave the Almighty out of the equation.
130,2022-05-07 04:55:18+00:00,muftimenk,"Whenever a door closes in your life, the Almighty wants you to move on. Move forward. Don’t look back. He’s guiding your steps. You’ve got to trust Him. Change is never easy. The unknown can be unsettling. But He’s the Owner  of your sustenance; so why worry?"
131,2022-05-06 21:31:18+00:00,muftimenk,"Think well of others and see what it does to your heart. Each time you hear something bad about someone, don’t spread it, give him the benefit of the doubt. Put yourself in his position. Protect yourself from worrisome thoughts that disturb your mind. Keep the peace."
