Date,User,Tweet,Like Count,Media,In Reply To User,Mentioned Users,Hashtags,Language,Outlinks,Reply Count,Retweet Count,URL,Quoted Tweet
2022-06-28 21:59:02+00:00,muftimenk,"We’ve all been through rough days, a difficult month or a bad year. But these are often blessings in disguise. Remember, everything the Almighty does is good. We only have to wait patiently, hold our head up and press on. Let life take its course.",27308,,,,,en,,232,7812,https://twitter.com/muftimenk/status/1541904031576166402,
2022-06-28 00:43:22+00:00,muftimenk,"Don’t wait to forgive someone till they apologise. You may end up waiting forever. Remember, it’s easy to hold a grudge and it’s easy to lay blame. But by doing so, you’re allowing others to have power over you.  For the sake of closure and healing, you should forgive & move on.",25375,,,,,en,,209,7087,https://twitter.com/muftimenk/status/1541582998360956930,
2022-06-26 19:20:27+00:00,muftimenk,Some people refuse to accept the fact that you’ve changed for the better. They keep harping on the “old” you. They refuse to see you in a new light. They can’t stop talking about your past mistakes and wrongs. Ignore such people. Time to move on.,27837,,,,,en,,211,8129,https://twitter.com/muftimenk/status/1541139346232836097,
2022-06-26 12:12:01+00:00,muftimenk,"As humans, you expect the Almighty to answer your prayers in the way you thought was good for you. But He’s All-Knowing and may not bring you what you thought, the way you thought, but what He has planned for you will be bigger & better. Something you wouldn’t have imagined.",23108,,,,,en,,268,5966,https://twitter.com/muftimenk/status/1541031526015684608,
2022-06-26 04:57:07+00:00,muftimenk,"Remember, people will only drive you crazy if you allow them. So don't let your anger spin out of control. If someone is irritating you, recognise those feelings and then let them go without saying much or getting into conflict. You don’t need to respond to everything.",23235,,,,,en,,201,6556,https://twitter.com/muftimenk/status/1540922079561875457,
2022-06-25 16:34:02+00:00,muftimenk,The evil eye is real and should not be taken lightly. Most people are negligent in protecting themselves and do not worry about showing off their blessings; posting every detail of their life on social media. Know that not everyone who sees your story will be happy for you.,33970,,,,,en,,373,9705,https://twitter.com/muftimenk/status/1540735075821752321,
2022-06-25 10:02:17+00:00,muftimenk,"Be careful about giving your heart fully to someone other than the Almighty. Everyone can hurt you but only He can heal you. So be wise, have realistic expectations and protect your heart as best you can from those who are too quick to profess their love for you.",29474,,,,,en,,249,8810,https://twitter.com/muftimenk/status/1540636491860348930,
2022-06-24 17:16:16+00:00,muftimenk,"When something doesn’t feel right, don’t do it, leave it, walk away from it. Trust your judgement, your intuition, your feeling. It’s the Almighty’s way of guiding you and steering you away from what’s not right. You don’t owe anyone any explanation. Just do it.",27721,,,,,en,,191,8144,https://twitter.com/muftimenk/status/1540383318298034176,
2022-06-24 06:46:18+00:00,muftimenk,Almighty. We ask for strength as we feel weak and tired from the affairs of the world. Help us to carry on in the face of adversity and whatever trials You send our way. Grant us patience and help us go through it with full faith and confidence. Aameen.,22780,,,,,en,,601,5893,https://twitter.com/muftimenk/status/1540224781970247680,
2022-06-23 17:01:38+00:00,muftimenk,One of the best and bravest decisions you’ll ever make is to finally let go of people who are bad for your spiritual health. Keep your heart and soul attached to the Almighty.,29395,,,,,en,,226,7697,https://twitter.com/muftimenk/status/1540017248835887104,
2022-06-23 06:50:44+00:00,muftimenk,"Stop overthinking. Stop feeding your mind negative thoughts and  self doubt. Love yourself enough and remember, the Almighty only wants the best for you.",46829,,,,,en,,367,14337,https://twitter.com/muftimenk/status/1539863509298810881,
2022-06-22 21:44:26+00:00,muftimenk,"Patience is not easy. It’s  not for the fainthearted. That’s why the rewards are so great. It can break you, wreck you, makes you want to scream and give up but you press on because you know what the Almighty loves. He is always with the patient.",29726,,,,,en,,244,9489,https://twitter.com/muftimenk/status/1539726028280676354,
2022-06-22 06:19:27+00:00,muftimenk,Many people get upset when their work is not acknowledged. Don’t. The Almighty knows what you’ve done and how much effort and sacrifice went into it. Isn’t that the best acknowledgment one could ever wish for?,22920,,,,,en,,213,5618,https://twitter.com/muftimenk/status/1539493248669974529,
2022-06-21 17:07:18+00:00,muftimenk,Don’t quit today. You’ve come this far. What you think is the worst is never the worst. Hold on tight because your biggest battles will end soon. Great breakthroughs will follow. The Almighty is always on your side whether or not you realize it. Trust Him.,30338,,,,,en,,316,9217,https://twitter.com/muftimenk/status/1539293897993633792,
2022-06-21 06:56:07+00:00,muftimenk,"Nowadays, many young people hang on to the belief that if it feels good, do it. This simply means you’re allowing yourself to be controlled by your moods, living life according to your feelings. This can be dangerous.  Learn to live a life of faith.",25406,,,,,en,,172,6688,https://twitter.com/muftimenk/status/1539140086280880129,
2022-06-20 09:54:42+00:00,muftimenk,"Everyone, including good people will do bad things. That’s the nature of humans. We all have flaws. We all commit sins. Nobody is perfect. But learn from your mistakes and try to become a better person with each passing day. It’s never too late to change.",29781,,,,,en,,250,9591,https://twitter.com/muftimenk/status/1538822641464885249,
2022-06-19 22:17:05+00:00,muftimenk,Nothing is too small or too big for the Almighty. Just ask Him. He never gets bored listening to your prayer. He loves it when you seek Him.,36857,,,,,en,,304,9371,https://twitter.com/muftimenk/status/1538647081186893824,
2022-06-19 16:12:15+00:00,muftimenk,"No matter what the odds are against you, you'll fight it; not because you have the strength but because your strength comes from the Almighty. Keep asking Him.",21915,,,,,en,,185,5170,https://twitter.com/muftimenk/status/1538555266769223680,
2022-06-19 07:54:01+00:00,muftimenk,The mind replays what the heart can't delete. So be careful what you keep in your heart. Purify it often with remembrance of the Almighty.,23827,,,,,en,,158,5924,https://twitter.com/muftimenk/status/1538429884749447169,
2022-06-18 19:21:29+00:00,muftimenk,"Don't think you’ve made it in life because of your power, position and authority. None of it will last. Nothing in this life will last. So always remain humble and attach your heart to that which matters. Keep the Almighty close and you’ll emerge the winner.",26070,,,,,en,,244,6849,https://twitter.com/muftimenk/status/1538240502855880704,
2022-06-17 21:37:44+00:00,muftimenk,"We live in angry times. All the sharing on social media makes it worse. Learn to control your innermost urge to retaliate. You don’t have to respond to everything. If you don't slow down when you start to see red, you could do significant damage to your life. Keep the peace.",25036,,,,,en,,204,7156,https://twitter.com/muftimenk/status/1537912404171816966,
2022-06-17 04:35:44+00:00,muftimenk,"Almighty. On this blessed day, save us from Your trials and heal the wounds we have been keeping inside for too long. Grant us good patience to go through whatever You send our way. Show us a way out of our difficulties. Keep us firm in faith. Aameen.",25314,,,,,en,,833,6469,https://twitter.com/muftimenk/status/1537655209509404672,
2022-06-16 21:08:09+00:00,muftimenk,Life is never smooth sailing. We all get knocked down at some stage. The biggest test is how quickly we get back up. We must never stay down for long. Seek the Almighty’s help and you’ll stand up again and start moving forward.,22766,,,,,en,,189,6684,https://twitter.com/muftimenk/status/1537542571060342785,
2022-06-16 07:21:08+00:00,muftimenk,"Don’t waste your valuable time with people who have nothing but negativity in them. They criticise everything and everyone in the most damaging ways. Unless you know you can help them, choose to stay away from such toxic people. Do it for your well-being.",25590,,,,,en,,264,7585,https://twitter.com/muftimenk/status/1537334443735654401,
2022-06-15 18:35:13+00:00,muftimenk,"Some will continue to hate you for no apparent reason. Instead of constructive criticism, they’re out to destroy people with their comments. Show them you’re happy with who you are by doing what you do best. Show them that you’re not affected by their immaturity.",20729,,,,,en,,203,5714,https://twitter.com/muftimenk/status/1537141696743542784,
2022-06-15 06:27:08+00:00,muftimenk,"Some get a big thrill from boasting about their achievements or showing off their possessions. They believe that they’re better than others. They may even end up pushing people around. That’s wrong. Remember, whatever you have, someone will have more. That’s life. Stay humble.",17288,,,,,en,,154,4376,https://twitter.com/muftimenk/status/1536958465989541888,
2022-06-14 15:33:09+00:00,muftimenk,"As humans, we love to plan. We plan for today, tommorw, the future. It’s fine to plan. Dream. Hope. Pray for the best. But put your trust in the One who knows you better than you know yourself. And in the process, always remember that the Almighty is the Best of Planners.",31429,,,,,en,,282,10059,https://twitter.com/muftimenk/status/1536733488547872770,
2022-06-13 22:24:29+00:00,muftimenk,"The trouble with us is we stress over everything. We want to micromanage and control things. Don’t. The truth is six months from now or even sooner, everything you're stressing about won't even matter. Take things in your stride. Let the Almighty take charge.",26783,,,,,en,,237,7520,https://twitter.com/muftimenk/status/1536474614347755520,
2022-06-13 11:56:28+00:00,muftimenk,"This world is such that it will break your heart. Without a doubt. In fact, it will even crush it if you allow it. Remember, the Almighty will never leave you in that state. He will fix it. Turn to Him, the Owner of hearts, sincerely and let Him heal you as only He knows how.",22086,,,,,en,,189,5730,https://twitter.com/muftimenk/status/1536316569239920640,
2022-06-12 20:10:38+00:00,muftimenk,"We all want to fit in. We all want to feel comfortable in our surroundings. But at what cost? There’s a consequence for every action we choose. Surround ourselves with righteous friendships, the kind that provides goodness and the remembrance of the Almighty.",19327,,,,,en,,153,4860,https://twitter.com/muftimenk/status/1536078543590985728,
2022-06-11 18:34:01+00:00,muftimenk,Not everyone will appreciate what you do for them. Don’t be discouraged because there are many ungrateful people out there. You just have to figure out who’s worth your efforts and who’s just taking advantage of you. Focus your energy on those who matter.,31853,,,,,en,,263,10560,https://twitter.com/muftimenk/status/1535691841517113346,
2022-06-11 09:25:28+00:00,muftimenk,"Sometimes it’s necessary to distance yourself from certain distractions in your life to concentrate your time, energy and effort on things that matter the most. Don’t be afraid to do that. Your true friends will allow you that space and respect you. Go for it.",25994,,,,,en,,175,7789,https://twitter.com/muftimenk/status/1535553796289462280,
2022-06-10 04:37:58+00:00,muftimenk,"Almighty. I trust You through my pain, my suffering, my heartache, my sadness, my confusion, my heedlessness. I know Your Mercy overpowers Your Wrath. That’s why I never lose hope, despite my sins & transgressions, I trust You. I thank You for always being there for me. Aameen.",33179,,,,,en,,614,9002,https://twitter.com/muftimenk/status/1535119054167494659,
2022-06-09 18:49:02+00:00,muftimenk,Learn to let go of things that went wrong or didn’t work out. Learn from them. That’s life in a nutshell. Keep going. You’ll never win this race of life if you keep looking back. The mistakes you’ve made don’t define who you are today. Think positive that things will get better.,22945,,,,,en,,183,7128,https://twitter.com/muftimenk/status/1534970843864113152,
2022-06-09 01:11:39+00:00,muftimenk,"In any hardship, don't feel depressed. Ask the Almighty for strength to endure; for at the end of the dark tunnel of despair is HIs reward waiting for you.",30624,,,,,en,,202,7762,https://twitter.com/muftimenk/status/1534704744987602944,
2022-06-08 18:28:28+00:00,muftimenk,No squabble or argument is worth it. Don’t sacrifice your Hereafter for such pettiness. Make peace with those you've offended and insulted. Move on.,15860,,,,,en,,94,3440,https://twitter.com/muftimenk/status/1534603281040908288,
2022-06-08 03:06:10+00:00,muftimenk,"Don't be affected by criticism. Positive or negative, take them in your stride. Know that the level of criticism rises with your worth.",22574,,,,,en,,122,5323,https://twitter.com/muftimenk/status/1534371178890022913,
2022-06-07 07:23:37+00:00,muftimenk,"We’ve all felt like a failure at times. But don’t drown in that feeling. Remember, the battles you’ve won, the setbacks you’ve overcome, the trials you’ve gone through. The Almighty promised that nothing would last. Keep hope alive & carry on. He’s always watching over you.",22862,,,,,en,,206,6612,https://twitter.com/muftimenk/status/1534073578001514496,
2022-06-06 23:13:19+00:00,muftimenk,"Be careful how you react to those who’ve wronged you. Two wrongs do not make a right. You can’t be mean, angry or bitter & expect good in return. Don’t wrong others the way they’ve wronged you. Be the better, kinder person always. Your reward is with the Almighty.",28026,,,,,en,,226,7530,https://twitter.com/muftimenk/status/1533950191954427905,
2022-06-06 12:42:44+00:00,muftimenk,"Once you’ve done your best, leave it to the Almighty. Relax and don’t worry. Trust Him. He has your back. He’s in control. Not you.",38816,,,,,en,,283,10956,https://twitter.com/muftimenk/status/1533791500450013186,
2022-06-06 05:18:40+00:00,muftimenk,"The closer you get to the Almighty, the more you’ll understand that every trial you’re going through is to get you on track for what’s to come. It may not be obvious now but the picture will emerge when the last piece of the puzzle fits perfectly. Trust Him.",23574,,,,,en,,150,6040,https://twitter.com/muftimenk/status/1533679744335618048,
2022-06-05 22:49:28+00:00,muftimenk,"Once you’ve built a good relationship with the Almighty, you’ll always be filled with hope and confidence. You’ll  always have good thoughts about Him. You’ll begin to realize that He is greater than any situation you will ever encounter.",24035,,,,,en,,191,5869,https://twitter.com/muftimenk/status/1533581801549176832,
2022-06-05 13:45:20+00:00,muftimenk,Be on guard always. It’s human nature to judge. But check yourself before you speak or send that nasty message and do any potential harm. You can’t undo what you’ve done. Pause. Try to see things from the other person’s point of view. Put yourself in their shoes.,18677,,,,,en,,121,4775,https://twitter.com/muftimenk/status/1533444865400487937,
2022-06-05 04:18:13+00:00,muftimenk,"This life is not perfect. The mess you make, the delays, the things you don’t understand, they’re all part of the Almighty’s Plan for you. He’s worked out every bit of the puzzle. Your job is to bear good patience as you go through it. You’ll see the full picture eventually.",27478,,,,,en,,219,8118,https://twitter.com/muftimenk/status/1533302147441479680,
2022-06-04 19:38:21+00:00,muftimenk,"If you live your life making decisions based on what others will think of you, it’s time for a rethink. If you live your life for others, you’ll never know peace because nothing you do will be good enough. You can’t please everyone.",23824,,,,,en,,228,6794,https://twitter.com/muftimenk/status/1533171317486370818,
2022-06-04 10:11:18+00:00,muftimenk,"Don’t worry about how people act. That’s on them not you. Always choose kindness, that’s under your control. Spread it far and wide, whichever way you can, even if it means giving a smile or a word of encouragement. Never underestimate how contagious being kind can be.",22117,,,,,en,,132,6645,https://twitter.com/muftimenk/status/1533028614815481856,
2022-06-04 02:43:01+00:00,muftimenk,Don’t let bitterness and resentment take root in your heart. They’re poison which will harm your soul eventually. Let go of the hurt or hate that comes with it. Turn to the Almighty and let Him heal you. Feel whole again with a much lighter heart.,20844,,,,,en,,125,5359,https://twitter.com/muftimenk/status/1532915800243417088,
2022-06-03 08:23:36+00:00,muftimenk,Choose kindness above all else. Kind people use positivity as a beacon to create more light. That’s because they’ve seen what negativity can do. They make time for others in a world that doesn’t wait for anyone. It takes strength to shake off all the bad and move ahead.,19897,,,,,en,,119,5463,https://twitter.com/muftimenk/status/1532639122136997889,
2022-06-03 00:56:23+00:00,muftimenk,"Almighty. We ask You to keep our hearts soft and protect them from hardening. Shower us with Your Mercy, such that when we commit a sin, we feel the guilt that comes with it. Don’t make us among those who sin and yet don’t feel remorseful. Aameen.",19308,,,,,en,,358,4835,https://twitter.com/muftimenk/status/1532526574725111812,
2022-06-02 16:18:42+00:00,muftimenk,Life can be difficult at times. The never-ending running around & stress to get things done. Don’t let it make you resent life. Learn to look at those who have less than you. Those who would trade places with you at the drop of a hat. Thank the Almighty for everything.,20571,,,,,en,,179,5650,https://twitter.com/muftimenk/status/1532396297294069761,
2022-06-02 07:41:40+00:00,muftimenk,"The truth is no matter how lonely you are, you’re never alone. The Almighty is always near. Very near. He knows what you’re going through. He is aware of everything. So when everyone has abandoned you,  seek comfort in Him, knowing that He is always there.",25472,,,,,en,,200,6560,https://twitter.com/muftimenk/status/1532266182543294466,
2022-06-01 17:28:58+00:00,muftimenk,"When things get too complicated and you don’t understand what’s going on in your life, keep a heart full of trust and keep moving forward. The Almighty knows! Don’t listen to the naysayers. In time, things will get clearer.",23089,,,,,en,,182,6196,https://twitter.com/muftimenk/status/1532051594774294528,
2022-06-01 06:12:47+00:00,muftimenk,"If you think it’s one hardship after another and you feel like caving in, think again. The Almighty knows you can handle it. He knows you’re strong. He wants you to remember that difficult battles are only given to strong soldiers.",22530,,,,,en,,209,5596,https://twitter.com/muftimenk/status/1531881426244841472,
2022-06-01 00:01:20+00:00,muftimenk,"The truth is the online space is getting from bad to worse. People think and type away behind walls of fake names and identity; they think they can get away with it because nobody knows. The truth is the Almighty knows. Remember, you’ll be held accountable for all your actions.",14325,,,,,en,,106,3396,https://twitter.com/muftimenk/status/1531787945690136577,
2022-05-31 13:53:23+00:00,muftimenk,Learn to say no to people who mess with your head. The ones who keep doing things intentionally to upset you. The ones who always play the victim even though it’s obvious they’re wrong. The ones who expect you to prioritise them but won’t do the same for you. Avoid them.,24884,,,,,en,,210,7870,https://twitter.com/muftimenk/status/1531634949677277184,
2022-05-31 05:58:18+00:00,muftimenk,You may wake today thinking it’s going to be the most difficult day to get through. But the Almighty knows you’ll get by just fine. The pain will ease and the hurt will pass. It’s because nothing lasts in this world. He has promised better days ahead.,23385,,,,,en,,236,5885,https://twitter.com/muftimenk/status/1531515392958545922,
2022-05-30 19:38:07+00:00,muftimenk,"Stop dwelling & brooding over things that haven’t worked out. Accept what happened, acknowledge how you feel about it, then put it behind you and move on. Remember, it’s all part of the Almighty’s Plan. You can’t change the past, but you can surely do something about the future.",20240,,,,,en,,159,5156,https://twitter.com/muftimenk/status/1531359319136030721,
2022-05-30 11:37:16+00:00,muftimenk,"Do you know that we judge others because we’re insecure? When we judge, we are often projecting something we don't want to feel about ourselves or something that we feel is missing in our own lives. Think about this the next time you’re tempted to pass judgement.",17336,,,,,en,,100,4434,https://twitter.com/muftimenk/status/1531238307639746560,
2022-05-29 23:17:39+00:00,muftimenk,"Let it go. The things that have happened in the past, the things that aren’t happening right now, let it go. If you want to move on, stop looking back on your past. That part of your life is over. If you want to see the light, stop holding yourself in the darkness of your past.",27192,,,,,en,,208,8142,https://twitter.com/muftimenk/status/1531052178449870848,
2022-05-29 06:01:53+00:00,muftimenk,Let’s be honest. This world is full of distractions; too many things vying for our attention. Discipline yourself to focus on what matters. Let go of those things which don’t. Have the “Creator-first” mentality. Don’t just fit Him in. He’s right at the TOP.,22005,,,,,en,,157,5448,https://twitter.com/muftimenk/status/1530791520604921856,
2022-05-28 18:40:05+00:00,muftimenk,"Don’t look down on others. Remember, we all sin. And we’re all in need of the same forgiveness from the same Creator, who is most Merciful. May the Almighty forgive us all. Aameen.",28265,,,,,en,,443,7280,https://twitter.com/muftimenk/status/1530619938037239811,
2022-05-28 12:02:49+00:00,muftimenk,"The more successful you are, the more likely people will plot and plan against you. Do your best to protect yourself against them but remember, there’s no power higher than the Almighty. If you have His protection, no one can harm you. Trust only Him.",22495,,,,,en,,237,5597,https://twitter.com/muftimenk/status/1530519963676680192,
2022-05-28 01:06:38+00:00,muftimenk,Never feel like you have to go it alone. The Almighty is always there in both good and bad times. You’ll never have to face anything on your own as long as you call out to Him. He’s there waiting for you to turn back to Him. Do it today.,20859,,,,,en,,160,4976,https://twitter.com/muftimenk/status/1530354827066331136,
2022-05-27 14:53:23+00:00,muftimenk,"Never forget that the Almighty is on our side. If we take a single step towards Him, He takes many “steps” towards us! Yes, life is hard & unfortunate things happen. Often we don’t know why they happen. But trust Him & know that He wants  what’s good for us.",20989,,,,,en,,176,4982,https://twitter.com/muftimenk/status/1530200501094072320,
2022-05-27 04:16:44+00:00,muftimenk,"Almighty. On this blessed day, we pray that you have Mercy on us; take away the suffering all around us and bring on the recovery. We know there is no cure but Your cure. Heal our hearts and purify our souls so we can feel a strong attachment to You. Aameen.",25080,,,,,en,,676,6221,https://twitter.com/muftimenk/status/1530040280690397197,
2022-05-26 16:08:33+00:00,muftimenk,"The truth is you’re going to be slandered from time to time, so don’t allow it to throw you into emotional turmoil when it happens. If you feel the need to defend yourself against a lie, the best approach is to give yourself time to cool off before reacting calmly.",16938,,,,,en,,139,4199,https://twitter.com/muftimenk/status/1529857028209909760,
2022-05-26 04:59:40+00:00,muftimenk,"If you find yourself and your conversation focusing on people; what’s going on in their lives, their relationships, their social status etc, then you have a serious problem. You need to get out of that mould; focus on yourself rather than being concerned with others.",24491,,,,,en,,247,6471,https://twitter.com/muftimenk/status/1529688699331563521,
2022-05-25 18:21:44+00:00,muftimenk,Don’t keep grudges & bad feelings in your heart. It will upset you & weigh you down. It won’t change anything & you’ll end up feeling miserable. Let it all go. Keep your heart light. Let Him take care of it. Your health will improve & your faith in the Almighty will strengthen.,25710,,,,,en,,216,7433,https://twitter.com/muftimenk/status/1529528157774266368,
2022-05-25 06:39:51+00:00,muftimenk,"Everyone’s journey is different. Don’t look at someone and make your own assumptions because there  are many who are silently going on with life because they can’t express their pain. The ones who need a break from it all, those who are facing trial after trial. Pray for healing.",25721,,,,,en,,172,7838,https://twitter.com/muftimenk/status/1529351521405652993,
2022-05-24 20:48:47+00:00,muftimenk,Some love to blame others when things are not going their way. Looking for a scapegoat is easy. Blaming keeps people from having to look at what they did to get into the mess. But it takes real courage to admit fault and show remorse. Only then are we able to grow.,17632,,,,,en,,122,4537,https://twitter.com/muftimenk/status/1529202773782368264,
2022-05-24 08:37:08+00:00,muftimenk,"When you’ve wronged someone, don’t try to turn the tables and make yourself the wronged party. You may think you’re getting away with it but the Almighty knows. In fact, you should be afraid because when it all comes back  to you, the truth will come out. He knows best.",22554,,,,,en,,186,5765,https://twitter.com/muftimenk/status/1529018647829745666,
2022-05-23 18:22:09+00:00,muftimenk,"Your wealth, your children, your beauty, your power should never make you arrogant. Remember, like a bolt from the blue, the Almighty can take everything away. Anytime. But if you want something that lasts, choose humility and kindness.",29531,,,,,en,,189,7419,https://twitter.com/muftimenk/status/1528803483884957697,
2022-05-23 09:53:02+00:00,muftimenk,"The world will demand so much from you. But at the end of the day, never forget that you’re human. Just like everyone else. You’ll feel pain, you’ll get hurt, youll feel broken, you’ll break down. That’s part of the process called life. You’ll be okay in the end.",25427,,,,,en,,226,7077,https://twitter.com/muftimenk/status/1528675362942631937,
2022-05-23 04:01:32+00:00,muftimenk,"For as long you’re alive, keep hope alive. Hope in the Mercy of the Almighty. Hope that He wants what’s best for you & will give it to you at the right time. So whatever you’re facing - trials, stress, broken affairs, have hope that they’re all temporary. Better days are ahead.",23896,,,,,en,,260,6412,https://twitter.com/muftimenk/status/1528586903536254981,
2022-05-22 16:03:56+00:00,muftimenk,"Pray! Pray! Pray! The more you worship the Almighty, the less you will worry. You'll see things clearer. You will become a more patient person and you’ll be less pressured by the stress of this world. You'll lead a much better life.",38793,,,,,en,,296,10293,https://twitter.com/muftimenk/status/1528406314917019656,
2022-05-22 05:48:26+00:00,muftimenk,"There is way too much competition in the world today. Few people want to work together and help each other succeed. Instead, we get envious when others do well. This is wrong. Be happy for others.",25245,,,,,en,,180,6353,https://twitter.com/muftimenk/status/1528251419039518720,
2022-05-21 15:02:35+00:00,muftimenk,"Every day, we face a lot of pressure to be what society wants of us but life is not made like that. We go through highs & lows; we get tested. That’s the way it is. But when we seek strength from the Almighty, He gives us the courage & what we need to carry on.",21137,,,,,en,,145,5668,https://twitter.com/muftimenk/status/1528028487621165058,
2022-05-21 05:42:15+00:00,muftimenk,"When everything seems to be going wrong, that’s when you need to persevere even more. Remember with hardship, comes ease.",28200,,,,,en,,200,6613,https://twitter.com/muftimenk/status/1527887473761824768,
2022-05-20 22:20:22+00:00,muftimenk,"You know you’ll be tested regularly so how do you react to the challenges of life? Get angry, stressed out & sink into depression or respond with beautiful patience; knowing the Almighty will grant you victory when you put full faith in Him and do your best.",21297,,,,,en,,162,5232,https://twitter.com/muftimenk/status/1527776272155398145,
2022-05-20 13:29:02+00:00,muftimenk,"Remember, the Almighty doesn't make mistakes in His Plans. Every hardship you’ve experienced has served to make you the person that you are today. There are valuable lessons in everything that happens to you. Stop asking why it happened and focus on how you should respond.",22332,,,,,en,,159,5950,https://twitter.com/muftimenk/status/1527642556946956289,
2022-05-20 03:38:44+00:00,muftimenk,"Almighty. Keep us steadfast in our prayers and worship done solely for You. Grant us humility and submission always, never showing off or feeling that we’re more pious than the person next to us. Protect us from being arrogant and to never judge others.",19082,,,,,en,,328,4271,https://twitter.com/muftimenk/status/1527494005029748743,
2022-05-19 20:39:11+00:00,muftimenk,You can’t choose your family. The Almighty has done that for you. So learn to give and take as much as possible. Remind and guide when you can. Remain respectful and keep the peace. It’s not easy. But know that breaking the ties of kinship is a huge sin.,19693,,,,,en,,113,5109,https://twitter.com/muftimenk/status/1527388421945053184,
2022-05-19 11:43:49+00:00,muftimenk,"You’re going through problem after problem. You keep asking the Almighty. Nothing happens. You’re facing depression, sickness, financial issues, marital problems. Why is He taking so long to respond? He’s aware! You have to trust Him. His planning and timing is perfect.",26160,,,,,en,,272,6918,https://twitter.com/muftimenk/status/1527253689391624192,
2022-05-19 03:28:35+00:00,muftimenk,"Your faith will be tested again and again. It’s easy to believe when things are going your way, when the path is rosy. But the true test comes when the Almighy puts obstacles in your way. Do you become disobedient & defiant or do you submit to Him, be patient and ride it out?",25327,,,,,en,,184,6570,https://twitter.com/muftimenk/status/1527129061323157505,
